BR01A01	Bd1_Bd21-3_460_v1.0	3	0.0054
BR01A01	Bd2_Bd21-3_460_v1.0	3	0.0055
BR01A01	Bd3_Bd21-3_460_v1.0	3	0.0053
BR01A01	Bd4_Bd21-3_460_v1.0	3	0.0049
BR01A01	Bd5_Bd21-3_460_v1.0	3	0.0046
BR01A01	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01A01	Chr10_Bstacei_316_v1.0	3	0.0001
BR01A02	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01A02	Bd2_Bd21-3_460_v1.0	3	0.0053
BR01A02	Bd3_Bd21-3_460_v1.0	3	0.0052
BR01A02	Bd4_Bd21-3_460_v1.0	3	0.0049
BR01A02	Bd5_Bd21-3_460_v1.0	3	0.0046
BR01A02	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01A03	Bd1_Bd21-3_460_v1.0	3	0.0050
BR01A03	Bd2_Bd21-3_460_v1.0	3	0.0050
BR01A03	Bd3_Bd21-3_460_v1.0	3	0.0048
BR01A03	Bd4_Bd21-3_460_v1.0	3	0.0045
BR01A03	Bd5_Bd21-3_460_v1.0	3	0.0042
BR01A03	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01A04	Bd1_Bd21-3_460_v1.0	3	0.0055
BR01A04	Bd2_Bd21-3_460_v1.0	3	0.0055
BR01A04	Bd3_Bd21-3_460_v1.0	3	0.0054
BR01A04	Bd4_Bd21-3_460_v1.0	3	0.0050
BR01A04	Bd5_Bd21-3_460_v1.0	3	0.0048
BR01A05	Bd1_Bd21-3_460_v1.0	3	0.0052
BR01A05	Bd2_Bd21-3_460_v1.0	3	0.0052
BR01A05	Bd3_Bd21-3_460_v1.0	3	0.0050
BR01A05	Bd4_Bd21-3_460_v1.0	3	0.0047
BR01A05	Bd5_Bd21-3_460_v1.0	3	0.0044
BR01A05	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01A06	Bd1_Bd21-3_460_v1.0	3	0.0052
BR01A06	Bd2_Bd21-3_460_v1.0	3	0.0053
BR01A06	Bd3_Bd21-3_460_v1.0	3	0.0051
BR01A06	Bd4_Bd21-3_460_v1.0	3	0.0047
BR01A06	Bd5_Bd21-3_460_v1.0	3	0.0044
BR01A06	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01A07	Bd1_Bd21-3_460_v1.0	3	0.0049
BR01A07	Bd2_Bd21-3_460_v1.0	3	0.0050
BR01A07	Bd3_Bd21-3_460_v1.0	3	0.0048
BR01A07	Bd4_Bd21-3_460_v1.0	3	0.0044
BR01A07	Bd5_Bd21-3_460_v1.0	3	0.0042
BR01A07	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01A08	Bd1_Bd21-3_460_v1.0	3	0.0047
BR01A08	Bd2_Bd21-3_460_v1.0	3	0.0047
BR01A08	Bd3_Bd21-3_460_v1.0	3	0.0046
BR01A08	Bd4_Bd21-3_460_v1.0	3	0.0043
BR01A08	Bd5_Bd21-3_460_v1.0	3	0.0041
BR01A08	scaffold_36_Bd21-3_460_v1.0	3	0.0042
BR01A09	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01A09	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01A09	Bd3_Bd21-3_460_v1.0	3	0.0052
BR01A09	Bd4_Bd21-3_460_v1.0	3	0.0048
BR01A09	Bd5_Bd21-3_460_v1.0	3	0.0045
BR01A09	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01A10	Bd1_Bd21-3_460_v1.0	3	0.0054
BR01A10	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01A10	Bd3_Bd21-3_460_v1.0	3	0.0052
BR01A10	Bd4_Bd21-3_460_v1.0	3	0.0049
BR01A10	Bd5_Bd21-3_460_v1.0	3	0.0047
BR01A11	Bd1_Bd21-3_460_v1.0	3	0.0051
BR01A11	Bd2_Bd21-3_460_v1.0	3	0.0050
BR01A11	Bd3_Bd21-3_460_v1.0	3	0.0049
BR01A11	Bd4_Bd21-3_460_v1.0	3	0.0046
BR01A11	Bd5_Bd21-3_460_v1.0	3	0.0042
BR01A12	Bd1_Bd21-3_460_v1.0	3	0.0055
BR01A12	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01A12	Bd3_Bd21-3_460_v1.0	3	0.0053
BR01A12	Bd4_Bd21-3_460_v1.0	3	0.0049
BR01A12	Bd5_Bd21-3_460_v1.0	3	0.0046
BR01A12	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01A12	Chr10_Bstacei_316_v1.0	3	0.0001
BR01B01	Bd1_Bd21-3_460_v1.0	3	0.0054
BR01B01	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01B01	Bd3_Bd21-3_460_v1.0	3	0.0053
BR01B01	Bd4_Bd21-3_460_v1.0	3	0.0048
BR01B01	Bd5_Bd21-3_460_v1.0	3	0.0045
BR01B01	Chr10_Bstacei_316_v1.0	3	0.0001
BR01B02	Bd1_Bd21-3_460_v1.0	3	0.0041
BR01B02	Bd2_Bd21-3_460_v1.0	3	0.0043
BR01B02	Bd3_Bd21-3_460_v1.0	3	0.0041
BR01B02	Bd4_Bd21-3_460_v1.0	3	0.0038
BR01B02	Bd5_Bd21-3_460_v1.0	3	0.0036
BR01B02	scaffold_36_Bd21-3_460_v1.0	3	0.0042
BR01B03	Bd1_Bd21-3_460_v1.0	3	0.0054
BR01B03	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01B03	Bd3_Bd21-3_460_v1.0	3	0.0053
BR01B03	Bd4_Bd21-3_460_v1.0	3	0.0049
BR01B03	Bd5_Bd21-3_460_v1.0	3	0.0047
BR01B04	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01B04	Bd2_Bd21-3_460_v1.0	3	0.0053
BR01B04	Bd3_Bd21-3_460_v1.0	3	0.0051
BR01B04	Bd4_Bd21-3_460_v1.0	3	0.0047
BR01B04	Bd5_Bd21-3_460_v1.0	3	0.0046
BR01B04	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01B05	Bd1_Bd21-3_460_v1.0	3	0.0054
BR01B05	Bd2_Bd21-3_460_v1.0	3	0.0056
BR01B05	Bd3_Bd21-3_460_v1.0	3	0.0053
BR01B05	Bd4_Bd21-3_460_v1.0	3	0.0049
BR01B05	Bd5_Bd21-3_460_v1.0	3	0.0049
BR01B05	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01B07	Bd1_Bd21-3_460_v1.0	3	0.0056
BR01B07	Bd2_Bd21-3_460_v1.0	3	0.0056
BR01B07	Bd3_Bd21-3_460_v1.0	3	0.0054
BR01B07	Bd4_Bd21-3_460_v1.0	3	0.0051
BR01B07	Bd5_Bd21-3_460_v1.0	3	0.0048
BR01B07	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01B08	Bd1_Bd21-3_460_v1.0	3	0.0049
BR01B08	Bd2_Bd21-3_460_v1.0	3	0.0050
BR01B08	Bd3_Bd21-3_460_v1.0	3	0.0048
BR01B08	Bd4_Bd21-3_460_v1.0	3	0.0044
BR01B08	Bd5_Bd21-3_460_v1.0	3	0.0042
BR01B09	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01B09	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01B09	Bd3_Bd21-3_460_v1.0	3	0.0052
BR01B09	Bd4_Bd21-3_460_v1.0	3	0.0049
BR01B09	Bd5_Bd21-3_460_v1.0	3	0.0046
BR01B09	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01B09	Chr10_Bstacei_316_v1.0	3	0.0001
BR01B10	Bd1_Bd21-3_460_v1.0	3	0.0051
BR01B10	Bd2_Bd21-3_460_v1.0	3	0.0052
BR01B10	Bd3_Bd21-3_460_v1.0	3	0.0049
BR01B10	Bd4_Bd21-3_460_v1.0	3	0.0046
BR01B10	Bd5_Bd21-3_460_v1.0	3	0.0044
BR01B11	Bd1_Bd21-3_460_v1.0	3	0.0046
BR01B11	Bd2_Bd21-3_460_v1.0	3	0.0047
BR01B11	Bd3_Bd21-3_460_v1.0	3	0.0045
BR01B11	Bd4_Bd21-3_460_v1.0	3	0.0042
BR01B11	Bd5_Bd21-3_460_v1.0	3	0.0040
BR01B12	Bd1_Bd21-3_460_v1.0	3	0.0052
BR01B12	Bd2_Bd21-3_460_v1.0	3	0.0051
BR01B12	Bd3_Bd21-3_460_v1.0	3	0.0050
BR01B12	Bd4_Bd21-3_460_v1.0	3	0.0047
BR01B12	Bd5_Bd21-3_460_v1.0	3	0.0043
BR01B12	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01C01	Bd1_Bd21-3_460_v1.0	3	0.0033
BR01C01	Bd2_Bd21-3_460_v1.0	3	0.0033
BR01C01	Bd3_Bd21-3_460_v1.0	3	0.0033
BR01C01	Bd4_Bd21-3_460_v1.0	3	0.0029
BR01C01	Bd5_Bd21-3_460_v1.0	3	0.0030
BR01C02	Bd1_Bd21-3_460_v1.0	3	0.0048
BR01C02	Bd2_Bd21-3_460_v1.0	3	0.0048
BR01C02	Bd3_Bd21-3_460_v1.0	3	0.0047
BR01C02	Bd4_Bd21-3_460_v1.0	3	0.0043
BR01C02	Bd5_Bd21-3_460_v1.0	3	0.0041
BR01C03	Bd1_Bd21-3_460_v1.0	3	0.0052
BR01C03	Bd2_Bd21-3_460_v1.0	3	0.0052
BR01C03	Bd3_Bd21-3_460_v1.0	3	0.0051
BR01C03	Bd4_Bd21-3_460_v1.0	3	0.0047
BR01C03	Bd5_Bd21-3_460_v1.0	3	0.0045
BR01C03	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01C04	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01C04	Bd2_Bd21-3_460_v1.0	3	0.0053
BR01C04	Bd3_Bd21-3_460_v1.0	3	0.0051
BR01C04	Bd4_Bd21-3_460_v1.0	3	0.0048
BR01C04	Bd5_Bd21-3_460_v1.0	3	0.0045
BR01C05	Bd1_Bd21-3_460_v1.0	3	0.0050
BR01C05	Bd2_Bd21-3_460_v1.0	3	0.0050
BR01C05	Bd3_Bd21-3_460_v1.0	3	0.0049
BR01C05	Bd4_Bd21-3_460_v1.0	3	0.0044
BR01C05	Bd5_Bd21-3_460_v1.0	3	0.0042
BR01C05	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01C06	Bd1_Bd21-3_460_v1.0	3	0.0056
BR01C06	Bd2_Bd21-3_460_v1.0	3	0.0056
BR01C06	Bd3_Bd21-3_460_v1.0	3	0.0054
BR01C06	Bd4_Bd21-3_460_v1.0	3	0.0050
BR01C06	Bd5_Bd21-3_460_v1.0	3	0.0047
BR01C06	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01C07	Bd1_Bd21-3_460_v1.0	3	0.0049
BR01C07	Bd2_Bd21-3_460_v1.0	3	0.0050
BR01C07	Bd3_Bd21-3_460_v1.0	3	0.0048
BR01C07	Bd4_Bd21-3_460_v1.0	3	0.0044
BR01C07	Bd5_Bd21-3_460_v1.0	3	0.0043
BR01C07	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01C08	Bd1_Bd21-3_460_v1.0	3	0.0052
BR01C08	Bd2_Bd21-3_460_v1.0	3	0.0053
BR01C08	Bd3_Bd21-3_460_v1.0	3	0.0051
BR01C08	Bd4_Bd21-3_460_v1.0	3	0.0047
BR01C08	Bd5_Bd21-3_460_v1.0	3	0.0044
BR01C09	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01C09	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01C09	Bd3_Bd21-3_460_v1.0	3	0.0053
BR01C09	Bd4_Bd21-3_460_v1.0	3	0.0048
BR01C09	Bd5_Bd21-3_460_v1.0	3	0.0047
BR01C09	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01C11	Bd1_Bd21-3_460_v1.0	3	0.0045
BR01C11	Bd2_Bd21-3_460_v1.0	3	0.0046
BR01C11	Bd3_Bd21-3_460_v1.0	3	0.0044
BR01C11	Bd4_Bd21-3_460_v1.0	3	0.0041
BR01C11	Bd5_Bd21-3_460_v1.0	3	0.0039
BR01C12	Bd1_Bd21-3_460_v1.0	3	0.0044
BR01C12	Bd2_Bd21-3_460_v1.0	3	0.0045
BR01C12	Bd3_Bd21-3_460_v1.0	3	0.0043
BR01C12	Bd4_Bd21-3_460_v1.0	3	0.0039
BR01C12	Bd5_Bd21-3_460_v1.0	3	0.0037
BR01D01	Bd1_Bd21-3_460_v1.0	3	0.0047
BR01D01	Bd2_Bd21-3_460_v1.0	3	0.0048
BR01D01	Bd3_Bd21-3_460_v1.0	3	0.0047
BR01D01	Bd4_Bd21-3_460_v1.0	3	0.0043
BR01D01	Bd5_Bd21-3_460_v1.0	3	0.0040
BR01D01	Chr10_Bstacei_316_v1.0	3	0.0001
BR01D04	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01D04	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01D04	Bd3_Bd21-3_460_v1.0	3	0.0052
BR01D04	Bd4_Bd21-3_460_v1.0	3	0.0048
BR01D04	Bd5_Bd21-3_460_v1.0	3	0.0047
BR01D04	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01D05	Bd1_Bd21-3_460_v1.0	3	0.0050
BR01D05	Bd2_Bd21-3_460_v1.0	3	0.0051
BR01D05	Bd3_Bd21-3_460_v1.0	3	0.0049
BR01D05	Bd4_Bd21-3_460_v1.0	3	0.0045
BR01D05	Bd5_Bd21-3_460_v1.0	3	0.0042
BR01D06	Bd1_Bd21-3_460_v1.0	3	0.0051
BR01D06	Bd2_Bd21-3_460_v1.0	3	0.0051
BR01D06	Bd3_Bd21-3_460_v1.0	3	0.0050
BR01D06	Bd4_Bd21-3_460_v1.0	3	0.0047
BR01D06	Bd5_Bd21-3_460_v1.0	3	0.0044
BR01D07	Bd1_Bd21-3_460_v1.0	3	0.0057
BR01D07	Bd2_Bd21-3_460_v1.0	3	0.0058
BR01D07	Bd3_Bd21-3_460_v1.0	3	0.0057
BR01D07	Bd4_Bd21-3_460_v1.0	3	0.0053
BR01D07	Bd5_Bd21-3_460_v1.0	3	0.0051
BR01D07	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01D08	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01D08	Bd2_Bd21-3_460_v1.0	3	0.0053
BR01D08	Bd3_Bd21-3_460_v1.0	3	0.0052
BR01D08	Bd4_Bd21-3_460_v1.0	3	0.0048
BR01D08	Bd5_Bd21-3_460_v1.0	3	0.0046
BR01D08	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01D09	Bd1_Bd21-3_460_v1.0	3	0.0055
BR01D09	Bd2_Bd21-3_460_v1.0	3	0.0055
BR01D09	Bd3_Bd21-3_460_v1.0	3	0.0053
BR01D09	Bd4_Bd21-3_460_v1.0	3	0.0050
BR01D09	Bd5_Bd21-3_460_v1.0	3	0.0047
BR01D09	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01D10	Bd1_Bd21-3_460_v1.0	3	0.0045
BR01D10	Bd2_Bd21-3_460_v1.0	3	0.0046
BR01D10	Bd3_Bd21-3_460_v1.0	3	0.0045
BR01D10	Bd4_Bd21-3_460_v1.0	3	0.0042
BR01D10	Bd5_Bd21-3_460_v1.0	3	0.0040
BR01D11	Bd1_Bd21-3_460_v1.0	3	0.0047
BR01D11	Bd2_Bd21-3_460_v1.0	3	0.0048
BR01D11	Bd3_Bd21-3_460_v1.0	3	0.0046
BR01D11	Bd4_Bd21-3_460_v1.0	3	0.0043
BR01D11	Bd5_Bd21-3_460_v1.0	3	0.0041
BR01D11	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01E01	Bd1_Bd21-3_460_v1.0	3	0.0052
BR01E01	Bd2_Bd21-3_460_v1.0	3	0.0053
BR01E01	Bd3_Bd21-3_460_v1.0	3	0.0051
BR01E01	Bd4_Bd21-3_460_v1.0	3	0.0047
BR01E01	Bd5_Bd21-3_460_v1.0	3	0.0043
BR01E01	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01E02	Bd1_Bd21-3_460_v1.0	3	0.0052
BR01E02	Bd2_Bd21-3_460_v1.0	3	0.0053
BR01E02	Bd3_Bd21-3_460_v1.0	3	0.0052
BR01E02	Bd4_Bd21-3_460_v1.0	3	0.0048
BR01E02	Bd5_Bd21-3_460_v1.0	3	0.0045
BR01E03	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01E03	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01E03	Bd3_Bd21-3_460_v1.0	3	0.0053
BR01E03	Bd4_Bd21-3_460_v1.0	3	0.0050
BR01E03	Bd5_Bd21-3_460_v1.0	3	0.0047
BR01E03	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01E04	Bd1_Bd21-3_460_v1.0	3	0.0050
BR01E04	Bd2_Bd21-3_460_v1.0	3	0.0050
BR01E04	Bd3_Bd21-3_460_v1.0	3	0.0049
BR01E04	Bd4_Bd21-3_460_v1.0	3	0.0045
BR01E04	Bd5_Bd21-3_460_v1.0	3	0.0042
BR01E04	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01E05	Bd1_Bd21-3_460_v1.0	3	0.0050
BR01E05	Bd2_Bd21-3_460_v1.0	3	0.0050
BR01E05	Bd3_Bd21-3_460_v1.0	3	0.0049
BR01E05	Bd4_Bd21-3_460_v1.0	3	0.0045
BR01E05	Bd5_Bd21-3_460_v1.0	3	0.0042
BR01E05	scaffold_36_Bd21-3_460_v1.0	3	0.0043
BR01E06	Bd1_Bd21-3_460_v1.0	3	0.0053
BR01E06	Bd2_Bd21-3_460_v1.0	3	0.0054
BR01E06	Bd3_Bd21-3_460_v1.0	3	0.0051
BR01E06	Bd4_Bd21-3_460_v1.0	3	0.0049
BR01E06	Bd5_Bd21-3_460_v1.0	3	0.0046
